School_ID,State,Year,Subject,ISBN,trove_id,title,author,issued,type,relevance_score,relevance_value,identifier_type,identifier_linktype,identifier_value,start_year,author_processed,type_processed,decade,corpus,recency_score,popularity_score,title_google,subtitle,authors,publisher,published_date,description,page_count,categories,average_rating,ratings_count,language,enhanced_corpus,subject_keywords,grade_category,quality_score,final_corpus
12,WA,12,ECONOMICS,9781876918712,225309423.0,Economics :  Yr 12 ATAR course /  Andrew Tibbitt,"Tibbitt, Andrew",2015,"Book/Illustrated, Book",6.3984904289245605,very relevant,,,,2015.0,"Tibbitt, Andrew",Book/Illustrated,2010.0,"9781876918712 Economics :  Yr 12 ATAR course /  Andrew Tibbitt Tibbitt, Andrew Book/Illustrated",0.9879227053140096,0.0139869515170873,Economics,Yr 12 ATAR Course,Andrew Tibbitt,,2015,"WACE exams, WACE study guide, Western Australian Certificate of Education, Year 11 and 12 exams, University entrance exam.",422.0,Economics,,,en,"economics economics economics economics economics economics year 12 grade 12 level 12 year 12 grade 12 level 12 year 12 grade 12 level 12 year 12 grade 12 level 12 economics economics economics economics economics wace exams, wace study guide, western australian certificate of education, year 11 and 12 exams, university entrance exam. yr 12 atar course australia australian wa 9781876918712 economics :  yr 12 atar course /  andrew tibbitt tibbitt, andrew book/illustrated andrew tibbitt",business economics commerce management finance,senior_secondary vce_hsc,1.0,"economics economics economics economics economics economics year 12 grade 12 level 12 year 12 grade 12 level 12 year 12 grade 12 level 12 year 12 grade 12 level 12 economics economics economics economics economics wace exams, wace study guide, western australian certificate of education, year 11 and 12 exams, university entrance exam. yr 12 atar course australia australian wa 9781876918712 economics :  yr 12 atar course /  andrew tibbitt tibbitt, andrew book/illustrated andrew tibbitt business economics commerce management finance senior_secondary vce_hsc"
2,VIC,12,ENGLISH,9781921411939,14839729.0,VCE English language : exam guide / Kirsten Fox,"Fox, Kirsten",2005-2015,"Book, Book/Illustrated",10.58095645904541,very relevant,,,,2005.0,"Fox, Kirsten",Book/Illustrated,2000.0,"9781921411939 VCE English language : exam guide / Kirsten Fox Fox, Kirsten Book/Illustrated",0.9758454106280192,0.1624450953467988,VCE English Language,Exam Guide,Kirsten Fox,Insight Publications,2011,This FULLY UPDATED second edition is a comprehensive exam guide that provides students with a variety of practice questions for all sections of the 2012 VCE English Language exam.,166.0,Education,1.0,2.0,en,"english english english english english english year 12 grade 12 level 12 year 12 grade 12 level 12 year 12 grade 12 level 12 year 12 grade 12 level 12 education education education vce english language vce english language insight publications this fully updated second edition is a comprehensive exam guide that provides students with a variety of practice questions for all sections of the 2012 vce english language exam. exam guide australia australian vic 9781921411939 vce english language : exam guide / kirsten fox fox, kirsten book/illustrated kirsten fox",english literature writing reading language literacy,senior_secondary vce_hsc,0.9569145252987408,"english english english english english english year 12 grade 12 level 12 year 12 grade 12 level 12 year 12 grade 12 level 12 year 12 grade 12 level 12 education education education vce english language vce english language insight publications this fully updated second edition is a comprehensive exam guide that provides students with a variety of practice questions for all sections of the 2012 vce english language exam. exam guide australia australian vic 9781921411939 vce english language : exam guide / kirsten fox fox, kirsten book/illustrated kirsten fox english literature writing reading language literacy senior_secondary vce_hsc"
2,VIC,12,LANGUAGES,9780170135726,28420631.0,Esplora! senior. Matthew Absalom ... [and others],"Absalom, Matthew",2008-2009,"Book, Book/Illustrated",8.935046195983887,very relevant,,,,2008.0,"Absalom, Matthew",Book/Illustrated,2000.0,"9780170135726 Esplora! senior. Matthew Absalom ... [and others] Absalom, Matthew Book/Illustrated",0.9794685990338164,0.1040229155120649,Esplora! Senior,,Margherita Ghezzi,,2008-12-18,"The Workbook contains a wide range of reinforcing activities designed to consolidate and extend language structures in the Student Book chapters. The DVD contains short film clips that use the language and grammar-focus from the units of the book. The film clips can be viewed with or without subtitles, and are accompanied by activities on the website.",172.0,Italian language,,,en,"languages languages languages languages languages languages year 12 grade 12 level 12 year 12 grade 12 level 12 year 12 grade 12 level 12 year 12 grade 12 level 12 italian language italian language italian language esplora! senior esplora! senior the workbook contains a wide range of reinforcing activities designed to consolidate and extend language structures in the student book chapters. the dvd contains short film clips that use the language and grammar-focus from the units of the book. the film clips can be viewed with or without subtitles, and are accompanied by activities on the website. australia australian vic 9780170135726 esplora! senior. matthew absalom ... [and others] absalom, matthew book/illustrated margherita ghezzi",,senior_secondary vce_hsc,0.854174575727294,"languages languages languages languages languages languages year 12 grade 12 level 12 year 12 grade 12 level 12 year 12 grade 12 level 12 year 12 grade 12 level 12 italian language italian language italian language esplora! senior esplora! senior the workbook contains a wide range of reinforcing activities designed to consolidate and extend language structures in the student book chapters. the dvd contains short film clips that use the language and grammar-focus from the units of the book. the film clips can be viewed with or without subtitles, and are accompanied by activities on the website. australia australian vic 9780170135726 esplora! senior. matthew absalom ... [and others] absalom, matthew book/illustrated margherita ghezzi  senior_secondary vce_hsc"
19,VIC,12,LANGUAGES,9780170266390,191551318.0,"French exam : VCE units 3 & 4 : preparing for the Oral and Written end-of-year exams / Maud Fugier-Sola, Michael Sola, Alan Chamerlain","Fugier-Sola, Maud",2014,"Book, Book/Illustrated, Sound, Sound/Other sound",8.548882484436035,very relevant,,,,2014.0,"Fugier-Sola, Maud",Book/Illustrated,2010.0,"9780170266390 French exam : VCE units 3 & 4 : preparing for the Oral and Written end-of-year exams / Maud Fugier-Sola, Michael Sola, Alan Chamerlain Fugier-Sola, Maud Book/Illustrated",0.9867149758454108,0.0903158949605723,French Exam ;VCE Units 3 & 4 : Preparing for Oral and Written End-of-year Exams,,"IARTV. CSE, Maud Fugier-Sola, Alan Chamberlain, Michael Sola",,2013,"Written by an outstanding author team, this write-in workbook provides VCE French students with the knowledge, skills and practice to successfully complete the end-of-year Oral and Written examinations.",121.0,French language,,,en,"languages languages languages languages languages languages year 12 grade 12 level 12 year 12 grade 12 level 12 year 12 grade 12 level 12 year 12 grade 12 level 12 french language french language french language french exam ;vce units 3 & 4 : preparing for oral and written end-of-year exams french exam ;vce units 3 & 4 : preparing for oral and written end-of-year exams written by an outstanding author team, this write-in workbook provides vce french students with the knowledge, skills and practice to successfully complete the end-of-year oral and written examinations. australia australian vic 9780170266390 french exam : vce units 3 & 4 : preparing for the oral and written end-of-year exams / maud fugier-sola, michael sola, alan chamerlain fugier-sola, maud book/illustrated iartv. cse, maud fugier-sola, alan chamberlain, michael sola",,senior_secondary vce_hsc,0.8538515435402991,"languages languages languages languages languages languages year 12 grade 12 level 12 year 12 grade 12 level 12 year 12 grade 12 level 12 year 12 grade 12 level 12 french language french language french language french exam ;vce units 3 & 4 : preparing for oral and written end-of-year exams french exam ;vce units 3 & 4 : preparing for oral and written end-of-year exams written by an outstanding author team, this write-in workbook provides vce french students with the knowledge, skills and practice to successfully complete the end-of-year oral and written examinations. australia australian vic 9780170266390 french exam : vce units 3 & 4 : preparing for the oral and written end-of-year exams / maud fugier-sola, michael sola, alan chamerlain fugier-sola, maud book/illustrated iartv. cse, maud fugier-sola, alan chamberlain, michael sola  senior_secondary vce_hsc"
27,ACT,11,MATHEMATICS,9781925489576,249046557.0,"Mathematics : applications and interpretation SL. Michael Haese, Mark Humphries, Chris Sangwin, Ngoc Vo ; cartoon artwork by John Martin ; artwork by Brian Houston, Charlotte Frost, Yi-Tung Huang, and Nicholas Kellett-Southby","Haese, Michael",2019,"Book, Book/Illustrated",6.3984904289245605,very relevant,,,,2019.0,"Haese, Michael",Book/Illustrated,2010.0,"9781925489576 Mathematics : applications and interpretation SL. Michael Haese, Mark Humphries, Chris Sangwin, Ngoc Vo ; cartoon artwork by John Martin ; artwork by Brian Houston, Charlotte Frost, Yi-Tung Huang, and Nicholas Kellett-Southby Haese, Michael Book/Illustrated",0.9927536231884058,0.0139869515170873,Mathematics,Applications and Interpretation SL.,"Michael Hease, Mark Humphries (matematik.), Christopher J. Sangwin, Ngoc Vo",,2019,,504.0,,,,en,"mathematics mathematics mathematics mathematics mathematics mathematics year 11 grade 11 level 11 year 11 grade 11 level 11 year 11 grade 11 level 11 year 11 grade 11 level 11 mathematics mathematics applications and interpretation sl. australia australian act 9781925489576 mathematics : applications and interpretation sl. michael haese, mark humphries, chris sangwin, ngoc vo ; cartoon artwork by john martin ; artwork by brian houston, charlotte frost, yi-tung huang, and nicholas kellett-southby haese, michael book/illustrated michael hease, mark humphries (matematik.), christopher j. sangwin, ngoc vo",mathematics algebra calculus geometry statistics numerical,senior_secondary vce_hsc,0.9503370287352744,"mathematics mathematics mathematics mathematics mathematics mathematics year 11 grade 11 level 11 year 11 grade 11 level 11 year 11 grade 11 level 11 year 11 grade 11 level 11 mathematics mathematics applications and interpretation sl. australia australian act 9781925489576 mathematics : applications and interpretation sl. michael haese, mark humphries, chris sangwin, ngoc vo ; cartoon artwork by john martin ; artwork by brian houston, charlotte frost, yi-tung huang, and nicholas kellett-southby haese, michael book/illustrated michael hease, mark humphries (matematik.), christopher j. sangwin, ngoc vo mathematics algebra calculus geometry statistics numerical senior_secondary vce_hsc"
20,NSW,12,LANGUAGES,9780582362406,6633461.0,The revised Latin primer / by Benjamin Hall Kennedy,"Kennedy, Benjamin Hall, 1804-1889",1888-2010,"Book, Book/Braille",12.834980964660645,very relevant,url,restricted,http://openlibrary.org/books/OL16822719M,1888.0,"Kennedy, Benjamin Hall, 1804-1889",Book,1880.0,"9780582362406 The revised Latin primer / by Benjamin Hall Kennedy Kennedy, Benjamin Hall, 1804-1889 Book",0.8345410628019323,0.2424525100730463,The Revised Latin Primer,,Benjamin Hall Kennedy,,1962,,264.0,Latin language,,,en,"languages languages languages languages languages languages year 12 grade 12 level 12 year 12 grade 12 level 12 year 12 grade 12 level 12 year 12 grade 12 level 12 latin language latin language latin language the revised latin primer the revised latin primer australia australian nsw 9780582362406 the revised latin primer / by benjamin hall kennedy kennedy, benjamin hall, 1804-1889 book benjamin hall kennedy",,senior_secondary vce_hsc,0.7538496786437489,"languages languages languages languages languages languages year 12 grade 12 level 12 year 12 grade 12 level 12 year 12 grade 12 level 12 year 12 grade 12 level 12 latin language latin language latin language the revised latin primer the revised latin primer australia australian nsw 9780582362406 the revised latin primer / by benjamin hall kennedy kennedy, benjamin hall, 1804-1889 book benjamin hall kennedy  senior_secondary vce_hsc"
27,ACT,12,HISTORY,9780300180077,193337773.0,Xerxes :  a Persian life /  Richard Stoneman,"Stoneman, Richard",2015,"Book, Book/Illustrated",10.45471477508545,very relevant,url,restricted,http://books.scholarsportal.info/viewdoc.html?id=/ebooks/ebooks3/oso/2016-05-04/1/upso-9780300180077,2015.0,"Stoneman, Richard",Book/Illustrated,2010.0,"9780300180077 Xerxes :  a Persian life /  Richard Stoneman Stoneman, Richard Book/Illustrated",0.9879227053140096,0.1579641011343745,Xerxes,A Persian Life,Richard Stoneman,Yale University Press,2015-01-01,"""In this lively and comprehensive new biography, Richard Stoneman shows how Xerxes, despite sympathetic treatment by the contemporary Greek writers Aeschylus and Herodotus, had his reputation destroyed by later Greek writers and by the propaganda of Alexander the Great. Stoneman draws on the latest research in Achaemenid studies and archaeology to present the ruler from the Persian perspective.""--Publisher's website.",313.0,Biography & Autobiography,5.0,1.0,en,"history history history history history history year 12 grade 12 level 12 year 12 grade 12 level 12 year 12 grade 12 level 12 year 12 grade 12 level 12 biography & autobiography biography & autobiography biography & autobiography xerxes xerxes yale university press ""in this lively and comprehensive new biography, richard stoneman shows how xerxes, despite sympathetic treatment by the contemporary greek writers aeschylus and herodotus, had his reputation destroyed by later greek writers and by the propaganda of alexander the great. stoneman draws on the latest research in achaemenid studies and archaeology to present the ruler from the persian perspective.""--publisher's website. a persian life australia australian act 9780300180077 xerxes :  a persian life /  richard stoneman stoneman, richard book/illustrated richard stoneman",history historical social politics civilization,senior_secondary vce_hsc,1.0,"history history history history history history year 12 grade 12 level 12 year 12 grade 12 level 12 year 12 grade 12 level 12 year 12 grade 12 level 12 biography & autobiography biography & autobiography biography & autobiography xerxes xerxes yale university press ""in this lively and comprehensive new biography, richard stoneman shows how xerxes, despite sympathetic treatment by the contemporary greek writers aeschylus and herodotus, had his reputation destroyed by later greek writers and by the propaganda of alexander the great. stoneman draws on the latest research in achaemenid studies and archaeology to present the ruler from the persian perspective.""--publisher's website. a persian life australia australian act 9780300180077 xerxes :  a persian life /  richard stoneman stoneman, richard book/illustrated richard stoneman history historical social politics civilization senior_secondary vce_hsc"
29,QLD,11,LANGUAGES,9783190110605,,,,,,,,,,,,Unknown,Unknown,,9783190110605,0.5,0.5,Mit uns,"Arbeitsbuch / Anna Breitsameter, Veronika Kirschstein, Christiane Seuthe. B1+.. ...","Anna Breitsameter, Veronika Kirschstein, Christiane Seuthe",Hueber,2017,"Mit uns ist ein Lehrwerk für die Schule, das einen motivierenden und erfolgreichen Deutschunterricht ermöglicht. Es baut gezielt auf den Vorkenntnissen der Jugendlichen auf, festigt sie und entwickelt sie systematisch weiter. [Site de l'éditeur].",0.0,Juvenile Nonfiction,,,de,"languages languages languages languages languages languages year 11 grade 11 level 11 year 11 grade 11 level 11 year 11 grade 11 level 11 year 11 grade 11 level 11 juvenile nonfiction juvenile nonfiction juvenile nonfiction mit uns mit uns hueber mit uns ist ein lehrwerk für die schule, das einen motivierenden und erfolgreichen deutschunterricht ermöglicht. es baut gezielt auf den vorkenntnissen der jugendlichen auf, festigt sie und entwickelt sie systematisch weiter. [site de l'éditeur]. arbeitsbuch / anna breitsameter, veronika kirschstein, christiane seuthe. b1+.. ... australia australian qld 9783190110605 anna breitsameter, veronika kirschstein, christiane seuthe",,senior_secondary vce_hsc,0.85,"languages languages languages languages languages languages year 11 grade 11 level 11 year 11 grade 11 level 11 year 11 grade 11 level 11 year 11 grade 11 level 11 juvenile nonfiction juvenile nonfiction juvenile nonfiction mit uns mit uns hueber mit uns ist ein lehrwerk für die schule, das einen motivierenden und erfolgreichen deutschunterricht ermöglicht. es baut gezielt auf den vorkenntnissen der jugendlichen auf, festigt sie und entwickelt sie systematisch weiter. [site de l'éditeur]. arbeitsbuch / anna breitsameter, veronika kirschstein, christiane seuthe. b1+.. ... australia australian qld 9783190110605 anna breitsameter, veronika kirschstein, christiane seuthe  senior_secondary vce_hsc"
24,QLD,12,ACCOUNTING,9780357132692,31938670.0,Cornerstones of financial accounting / Jay S. Rich ... [et al.],"Rich, Jay S",2010-2025,"Book, Book/Illustrated",8.548882484436035,very relevant,,,,2010.0,"Rich, Jay S",Book/Illustrated,2010.0,"9780357132692 Cornerstones of financial accounting / Jay S. Rich ... [et al.] Rich, Jay S Book/Illustrated",0.9818840579710144,0.0903158949605723,Financial Accounting,,"Jay S. Rich, Jeff Jones, Linda Ann Myers",South-Western College,2021,"Gain a clear understanding of the important relationships between accounting, financial statements and business decisions with Rich/Jones/Myers' FINANCIAL ACCOUNTING, 5E. This edition's proven approach is built around the way students like you read and use texts. This edition helps you master the fundamentals of financial accounting more quickly and independently so you can focus on how accounting information is used in real companies today. The authors illustrate each major concept using memorable examples from familiar organizations and conceptual insights that explain the reasons behind the processes. You watch leading companies, like Apple, Verizon or Google, use accounting information to make better decisions, as you learn how to analyze and interpret financial data yourself. Helpful videos from the authors are available to reinforce concepts and optional CengageNOWv2 digital resources provide support with homework, study and review.",848.0,,,,en,"accounting accounting accounting accounting accounting accounting year 12 grade 12 level 12 year 12 grade 12 level 12 year 12 grade 12 level 12 year 12 grade 12 level 12 financial accounting financial accounting south-western college gain a clear understanding of the important relationships between accounting, financial statements and business decisions with rich/jones/myers' financial accounting, 5e. this edition's proven approach is built around the way students like you read and use texts. this edition helps you master the fundamentals of financial accounting more quickly and independently so you can focus on how accounting information is used in real companies today. the authors illustrate each major concept using memorable examples from familiar organizations and conceptual insights that explain the reasons behind the processes. you watch leading companies, like apple, verizon or google, use accounting information to make better decisions, as you learn how to analyze and interpret financial data yourself. helpful  australia australian qld 9780357132692 cornerstones of financial accounting / jay s. rich ... [et al.] rich, jay s book/illustrated jay s. rich, jeff jones, linda ann myers",,senior_secondary vce_hsc,0.9536099976465792,"accounting accounting accounting accounting accounting accounting year 12 grade 12 level 12 year 12 grade 12 level 12 year 12 grade 12 level 12 year 12 grade 12 level 12 financial accounting financial accounting south-western college gain a clear understanding of the important relationships between accounting, financial statements and business decisions with rich/jones/myers' financial accounting, 5e. this edition's proven approach is built around the way students like you read and use texts. this edition helps you master the fundamentals of financial accounting more quickly and independently so you can focus on how accounting information is used in real companies today. the authors illustrate each major concept using memorable examples from familiar organizations and conceptual insights that explain the reasons behind the processes. you watch leading companies, like apple, verizon or google, use accounting information to make better decisions, as you learn how to analyze and interpret financial data yourself. helpful  australia australian qld 9780357132692 cornerstones of financial accounting / jay s. rich ... [et al.] rich, jay s book/illustrated jay s. rich, jeff jones, linda ann myers  senior_secondary vce_hsc"
24,QLD,12,ECONOMICS,9781337617390,6291435.0,Macroeconomics / Roger A. Arnold,"Arnold, Roger A",1998-2023,"Book, Book/Illustrated",8.935046195983887,very relevant,url,restricted,http://www.loc.gov/catdir/enhancements/fy1514/00036552-t.html,1998.0,"Arnold, Roger A",Book/Illustrated,1990.0,"9781337617390 Macroeconomics / Roger A. Arnold Arnold, Roger A Book/Illustrated",0.967391304347826,0.1040229155120649,Macroeconomics,,Roger A. Arnold,Cengage Learning,2018-02-08,"Ever wonder what gives money value, why the unemployment rate rises or falls, or why some economies grow faster than others? What causes the business cycle, or inflation, or high interest rates? Arnold’s MACROECONOMICS, 13E answers these intriguing questions and more as readers open today’s world of economic analysis. Today’s economy may be tough but learning economics doesn’t have to be with this engaging approach. The author weaves memorable everyday economic examples throughout each chapter and keeps reader interest by illustrating the unexpected places economics occur. Comprehensive learning features clearly demonstrate how economic forces link to every day events and form an important part of life 24/7. Readers explore the latest developments in today's changing economy for a thorough understanding of contemporary macroeconomics. Important Notice: Media content referenced within the product description or the product text may not be available in the ebook version.",696.0,Business & Economics,,,en,"economics economics economics economics economics economics year 12 grade 12 level 12 year 12 grade 12 level 12 year 12 grade 12 level 12 year 12 grade 12 level 12 business & economics business & economics business & economics macroeconomics macroeconomics cengage learning ever wonder what gives money value, why the unemployment rate rises or falls, or why some economies grow faster than others? what causes the business cycle, or inflation, or high interest rates? arnold’s macroeconomics, 13e answers these intriguing questions and more as readers open today’s world of economic analysis. today’s economy may be tough but learning economics doesn’t have to be with this engaging approach. the author weaves memorable everyday economic examples throughout each chapter and keeps reader interest by illustrating the unexpected places economics occur. comprehensive learning features clearly demonstrate how economic forces link to every day events and form an important part of life 24/7. readers explore the latest developments in today's changing economy for a thorough australia australian qld 9781337617390 macroeconomics / roger a. arnold arnold, roger a book/illustrated roger a. arnold",business economics commerce management finance,senior_secondary vce_hsc,0.9535707109929944,"economics economics economics economics economics economics year 12 grade 12 level 12 year 12 grade 12 level 12 year 12 grade 12 level 12 year 12 grade 12 level 12 business & economics business & economics business & economics macroeconomics macroeconomics cengage learning ever wonder what gives money value, why the unemployment rate rises or falls, or why some economies grow faster than others? what causes the business cycle, or inflation, or high interest rates? arnold’s macroeconomics, 13e answers these intriguing questions and more as readers open today’s world of economic analysis. today’s economy may be tough but learning economics doesn’t have to be with this engaging approach. the author weaves memorable everyday economic examples throughout each chapter and keeps reader interest by illustrating the unexpected places economics occur. comprehensive learning features clearly demonstrate how economic forces link to every day events and form an important part of life 24/7. readers explore the latest developments in today's changing economy for a thorough australia australian qld 9781337617390 macroeconomics / roger a. arnold arnold, roger a book/illustrated roger a. arnold business economics commerce management finance senior_secondary vce_hsc"
20,NSW,12,HISTORY,9781108333009,11895311.0,Cities of Vesuvius :  Pompeii and Herculaneum /  Pamela Bradley,"Bradley, Pamela",2005-2018,"Book, Book/Illustrated, Microform",13.510377883911133,very relevant,,,,2005.0,"Bradley, Pamela",Book/Illustrated,2000.0,"9781108333009 Cities of Vesuvius :  Pompeii and Herculaneum /  Pamela Bradley Bradley, Pamela Book/Illustrated",0.9758454106280192,0.2664259678986765,,,,,,,,,,,,"history history history history history history year 12 grade 12 level 12 year 12 grade 12 level 12 year 12 grade 12 level 12 year 12 grade 12 level 12 cities of vesuvius :  pompeii and herculaneum /  pamela bradley cities of vesuvius :  pompeii and herculaneum /  pamela bradley australia australian nsw 9781108333009 cities of vesuvius :  pompeii and herculaneum /  pamela bradley bradley, pamela book/illustrated bradley, pamela",history historical social politics civilization,senior_secondary vce_hsc,0.6621135689263348,"history history history history history history year 12 grade 12 level 12 year 12 grade 12 level 12 year 12 grade 12 level 12 year 12 grade 12 level 12 cities of vesuvius :  pompeii and herculaneum /  pamela bradley cities of vesuvius :  pompeii and herculaneum /  pamela bradley australia australian nsw 9781108333009 cities of vesuvius :  pompeii and herculaneum /  pamela bradley bradley, pamela book/illustrated bradley, pamela history historical social politics civilization senior_secondary vce_hsc"
21,NSW,12,HISTORY,9781629171340,,,,,,,,,,,,Unknown,Unknown,,9781629171340,0.5,0.5,Pompeii,A History of the City and the Eruption of Mount Vesuvius,Fergus Mason,BookCaps Study Guides,2013-11-01,"Pompeii was one of most advanced cities of its time; it had a complex water system, gymnasium, and an amphitheater. Despite it's advancements, there was one thing it wasn't ready for: Mount Vesuvius—the volcano that led to its ultimate doom. The 79 AD eruption of Mount Vesuvius was one of the worst disasters in all of European history. In a near instant, over 15,000 people were dead and a city was completely destroyed. This book looks at the rise, fall, and rediscovery of the great city of Pompeii.",84.0,History,5.0,1.0,en,"history history history history history history year 12 grade 12 level 12 year 12 grade 12 level 12 year 12 grade 12 level 12 year 12 grade 12 level 12 history history history pompeii pompeii bookcaps study guides pompeii was one of most advanced cities of its time; it had a complex water system, gymnasium, and an amphitheater. despite it's advancements, there was one thing it wasn't ready for: mount vesuvius—the volcano that led to its ultimate doom. the 79 ad eruption of mount vesuvius was one of the worst disasters in all of european history. in a near instant, over 15,000 people were dead and a city was completely destroyed. this book looks at the rise, fall, and rediscovery of the great city of pompeii. a history of the city and the eruption of mount vesuvius australia australian nsw 9781629171340 fergus mason",history historical social politics civilization,senior_secondary vce_hsc,0.75,"history history history history history history year 12 grade 12 level 12 year 12 grade 12 level 12 year 12 grade 12 level 12 year 12 grade 12 level 12 history history history pompeii pompeii bookcaps study guides pompeii was one of most advanced cities of its time; it had a complex water system, gymnasium, and an amphitheater. despite it's advancements, there was one thing it wasn't ready for: mount vesuvius—the volcano that led to its ultimate doom. the 79 ad eruption of mount vesuvius was one of the worst disasters in all of european history. in a near instant, over 15,000 people were dead and a city was completely destroyed. this book looks at the rise, fall, and rediscovery of the great city of pompeii. a history of the city and the eruption of mount vesuvius australia australian nsw 9781629171340 fergus mason history historical social politics civilization senior_secondary vce_hsc"
27,ACT,11,BUSINESS STUDIES,9781471868429,226955355.0,Business management for the IB diploma study and revision guide / Paul Hoang,"Hoang, Paul",2016,Book,6.3984904289245605,very relevant,url,restricted,http://search.ebscohost.com/login.aspx?direct=true&scope=site&db=nlebk&db=nlabk&AN=1196956,2016.0,"Hoang, Paul",Book,2010.0,"9781471868429 Business management for the IB diploma study and revision guide / Paul Hoang Hoang, Paul Book",0.9891304347826086,0.0139869515170873,Business Management for the IB Diploma Study and Revision Guide,,Paul Hoang,Hodder Education,2016-02-26,"""Simplify your exam preparation with this guide of concise course notes and practical ways to tackle the concept-based exam questions from one of the IB's most trusted Business Management experts.""--Publisher's description.",0.0,Business,,,en,"business studies business studies business studies business studies business studies business studies year 11 grade 11 level 11 year 11 grade 11 level 11 year 11 grade 11 level 11 year 11 grade 11 level 11 business business business business management for the ib diploma study and revision guide business management for the ib diploma study and revision guide hodder education ""simplify your exam preparation with this guide of concise course notes and practical ways to tackle the concept-based exam questions from one of the ib's most trusted business management experts.""--publisher's description. australia australian act 9781471868429 business management for the ib diploma study and revision guide / paul hoang hoang, paul book paul hoang",business economics commerce management finance,senior_secondary vce_hsc,0.9501558693149846,"business studies business studies business studies business studies business studies business studies year 11 grade 11 level 11 year 11 grade 11 level 11 year 11 grade 11 level 11 year 11 grade 11 level 11 business business business business management for the ib diploma study and revision guide business management for the ib diploma study and revision guide hodder education ""simplify your exam preparation with this guide of concise course notes and practical ways to tackle the concept-based exam questions from one of the ib's most trusted business management experts.""--publisher's description. australia australian act 9781471868429 business management for the ib diploma study and revision guide / paul hoang hoang, paul book paul hoang business economics commerce management finance senior_secondary vce_hsc"
23,NSW,12,MATHEMATICS,9780076644667,,,,,,,,,,,,Unknown,Unknown,,9780076644667,0.5,0.5,,,,,,,,,,,,mathematics mathematics mathematics mathematics mathematics mathematics year 12 grade 12 level 12 year 12 grade 12 level 12 year 12 grade 12 level 12 year 12 grade 12 level 12 australia australian nsw 9780076644667,mathematics algebra calculus geometry statistics numerical,senior_secondary vce_hsc,0.55,mathematics mathematics mathematics mathematics mathematics mathematics year 12 grade 12 level 12 year 12 grade 12 level 12 year 12 grade 12 level 12 year 12 grade 12 level 12 australia australian nsw 9780076644667 mathematics algebra calculus geometry statistics numerical senior_secondary vce_hsc
