School_ID,State,Year,Subject,ISBN,trove_id,title,author,issued,type,relevance_score,relevance_value,identifier_type,identifier_linktype,identifier_value,start_year,author_processed,type_processed,decade,corpus,recency_score,popularity_score,title_google,subtitle,authors,publisher,published_date,description,page_count,categories,average_rating,ratings_count,language
12,WA,10,LANGUAGES,9781488624124,235217003.0,"iiTomo 2 Activity Book /  Yoshie Burrows, Mami Izuishi, Yōko Nishimura-Parke","Burrows, Yoshie",2018-2019,"Book, Book/Illustrated",9.610252380371094,very relevant,url,thumbnail,https://nla.gov.au/nla.obj-860498688-t,2018.0,"Burrows, Yoshie",Book/Illustrated,2010.0,"9781488624124 iiTomo 2 Activity Book /  Yoshie Burrows, Mami Izuishi, Yōko Nishimura-Parke Burrows, Yoshie Book/Illustrated",0.9915458937198068,0.1279896031347664,IiTomo 3+4 Activity Book,,"Yoshie Burrows, Naoko Abe, Yoko Nishimura-Parke",,2018-12-06,"The write-in iiTomo 1-4 Second Edition Activity Books cater for a variety of learning styles, offering opportunities to practise and reinforce key skills and learning. Updated engaging activities offer even more support and differentiated learning opportunities whilst allowing students to track their progress for deeper motivation.",176.0,,,,en
12,WA,10,LANGUAGES,9781488624124,235217003.0,"iiTomo 2 Activity Book /  Yoshie Burrows, Mami Izuishi, Yōko Nishimura-Parke","Burrows, Yoshie",2018-2019,"Book, Book/Illustrated",9.610252380371094,very relevant,url,restricted,https://nla.gov.au/nla.obj-860498688,2018.0,"Burrows, Yoshie",Book/Illustrated,2010.0,"9781488624124 iiTomo 2 Activity Book /  Yoshie Burrows, Mami Izuishi, Yōko Nishimura-Parke Burrows, Yoshie Book/Illustrated",0.9915458937198068,0.1279896031347664,IiTomo 3+4 Activity Book,,"Yoshie Burrows, Naoko Abe, Yoko Nishimura-Parke",,2018-12-06,"The write-in iiTomo 1-4 Second Edition Activity Books cater for a variety of learning styles, offering opportunities to practise and reinforce key skills and learning. Updated engaging activities offer even more support and differentiated learning opportunities whilst allowing students to track their progress for deeper motivation.",176.0,,,,en
12,WA,10,LANGUAGES,9781488625855,38472785.0,Quoi de neuf?. Judy Comley,"Comley, Judy, 1946-",2011-2023,"Book, Book/Illustrated",14.429376602172852,very relevant,url,thumbnail,https://nla.gov.au/nla.obj-2586952645-t,2011.0,"Comley, Judy, 1946-",Book/Illustrated,2010.0,"9781488625855 Quoi de neuf?. Judy Comley Comley, Judy, 1946- Book/Illustrated",0.9830917874396136,0.2990461596497801,Quoi de Neuf ? 3+4 Student Book with EBook,,"Judy Comley, Prue Clarke, Annabel Gassmann, Beatrice Vanderstichele, Nathalie Marchand",,2019-11-18,"Quoi de Neuf ? 1-4, 2nd Edition Student Books for Years 7-10 were revised based on teacher feedback and are aligned with the latest Australian Curriculum: Languages - French (Year 7 entry), Victorian Curriculum for the AC, Western Australian Curriculum for the AC and the NSW Syllabus for the AC. Student Books are up-to-date, relevant to students, helping them build communication, intercultural and viewing skills, and offer new insights into the Francophone cultures and communities. Students are motivated and learn to become independent learners and communicators whilst using intercultural, investigating and critical thinking skills. They get the opportunity to use French in immersion learning context with the CLIL/extension pages material at the back of each student book. Quoi de Neuf ? 3+4, each unit includes additional pages of reading and tasks material which encourage critical thinking and higher order thinking. Quoi de Neuf ? 1-4, 2nd Edition eBooks allow students and teachers to interact with the Student Books content and much more, both online and offline. Access to audio tracks, worksheets, grammar learning animations, interactive games and modelling and fun videos that can be used in many different ways. For example, grammar animations may be used in class (whole class or assigned to individuals), at home for flipped learning, or as catch up lessons or revision material, and are a great way to discover or revisit language points in a different way.",,,,,en
12,WA,10,LANGUAGES,9781488625855,38472785.0,Quoi de neuf?. Judy Comley,"Comley, Judy, 1946-",2011-2023,"Book, Book/Illustrated",14.429376602172852,very relevant,url,restricted,https://nla.gov.au/nla.obj-2586976757,2011.0,"Comley, Judy, 1946-",Book/Illustrated,2010.0,"9781488625855 Quoi de neuf?. Judy Comley Comley, Judy, 1946- Book/Illustrated",0.9830917874396136,0.2990461596497801,Quoi de Neuf ? 3+4 Student Book with EBook,,"Judy Comley, Prue Clarke, Annabel Gassmann, Beatrice Vanderstichele, Nathalie Marchand",,2019-11-18,"Quoi de Neuf ? 1-4, 2nd Edition Student Books for Years 7-10 were revised based on teacher feedback and are aligned with the latest Australian Curriculum: Languages - French (Year 7 entry), Victorian Curriculum for the AC, Western Australian Curriculum for the AC and the NSW Syllabus for the AC. Student Books are up-to-date, relevant to students, helping them build communication, intercultural and viewing skills, and offer new insights into the Francophone cultures and communities. Students are motivated and learn to become independent learners and communicators whilst using intercultural, investigating and critical thinking skills. They get the opportunity to use French in immersion learning context with the CLIL/extension pages material at the back of each student book. Quoi de Neuf ? 3+4, each unit includes additional pages of reading and tasks material which encourage critical thinking and higher order thinking. Quoi de Neuf ? 1-4, 2nd Edition eBooks allow students and teachers to interact with the Student Books content and much more, both online and offline. Access to audio tracks, worksheets, grammar learning animations, interactive games and modelling and fun videos that can be used in many different ways. For example, grammar animations may be used in class (whole class or assigned to individuals), at home for flipped learning, or as catch up lessons or revision material, and are a great way to discover or revisit language points in a different way.",,,,,en
12,WA,10,LANGUAGES,9781488625855,245263549.0,Quoi de neuf? 3+4 Student Book / Judy Comley (author) ; Prue Clarke (author) ; Annabel Gassmann (author) ; Beatrice Vanderstichele (author),"Comley, Judy",2020,Book,7.070510387420654,very relevant,,,,2020.0,"Comley, Judy",Book,2020.0,"9781488625855 Quoi de neuf? 3+4 Student Book / Judy Comley (author) ; Prue Clarke (author) ; Annabel Gassmann (author) ; Beatrice Vanderstichele (author) Comley, Judy Book",0.9939613526570048,0.0378405428998647,Quoi de Neuf ? 3+4 Student Book with EBook,,"Judy Comley, Prue Clarke, Annabel Gassmann, Beatrice Vanderstichele, Nathalie Marchand",,2019-11-18,"Quoi de Neuf ? 1-4, 2nd Edition Student Books for Years 7-10 were revised based on teacher feedback and are aligned with the latest Australian Curriculum: Languages - French (Year 7 entry), Victorian Curriculum for the AC, Western Australian Curriculum for the AC and the NSW Syllabus for the AC. Student Books are up-to-date, relevant to students, helping them build communication, intercultural and viewing skills, and offer new insights into the Francophone cultures and communities. Students are motivated and learn to become independent learners and communicators whilst using intercultural, investigating and critical thinking skills. They get the opportunity to use French in immersion learning context with the CLIL/extension pages material at the back of each student book. Quoi de Neuf ? 3+4, each unit includes additional pages of reading and tasks material which encourage critical thinking and higher order thinking. Quoi de Neuf ? 1-4, 2nd Edition eBooks allow students and teachers to interact with the Student Books content and much more, both online and offline. Access to audio tracks, worksheets, grammar learning animations, interactive games and modelling and fun videos that can be used in many different ways. For example, grammar animations may be used in class (whole class or assigned to individuals), at home for flipped learning, or as catch up lessons or revision material, and are a great way to discover or revisit language points in a different way.",,,,,en
12,WA,10,MATHEMATICS,9781622861552,,,,,,,,,,,,Unknown,Unknown,,9781622861552,0.5,0.5,The EXchange,,Nikki Rashan,Urban Books,2013-07-01,"""What's done in the dark eventually comes to light."" When delivered by his pastor, those words stir up memories of guilt and shame for Jerome Thomas. In the early years of his marriage, Jerome made several mistakes—neglecting his family, struggling with bouts of alcoholism, and wasting money. But the one mistake he regrets the most is cheating on his wife. Every morning before she opens her eyes, Taylor Belle says a quick prayer for forgiveness. The guilt of the affair she had and the lives of the people she hurt weigh heavily on her heart. She knows that she needs to settle things with Jerome before God will lift her burden. Several years have passed since the affair, but there is still unfinished business between Taylor and Jerome that could destroy their families. What will happen when the repercussions of their last intimate encounter catch up to them? Will God mend old wounds and restore the love and peace they once knew, or are Jerome and Taylor destined to suffer the consequences of their past sins for years to come?",258.0,Fiction,,,en
12,WA,10,MATHEMATICS,9798708474995,,,,,,,,,,,,Unknown,Unknown,,9798708474995,0.5,0.5,A4 Exercise Book 8mm Ruled,Lined Paper Notebook for School / Study | 100 Pages | Dinosaur Cover,Lennox Mayne,,2021-02-12,A4 (210 × 297 mm / 8.3 × 11.7 inches) 8mm rules 100 pages Without margin 220 gsm matte cover 90 gsm white text pages Perfect bound,100.0,,,,en
12,WA,10,LANGUAGES,9798708474995,,,,,,,,,,,,Unknown,Unknown,,9798708474995,0.5,0.5,A4 Exercise Book 8mm Ruled,Lined Paper Notebook for School / Study | 100 Pages | Dinosaur Cover,Lennox Mayne,,2021-02-12,A4 (210 × 297 mm / 8.3 × 11.7 inches) 8mm rules 100 pages Without margin 220 gsm matte cover 90 gsm white text pages Perfect bound,100.0,,,,en
12,WA,10,LANGUAGES,9780730389422,209607259.0,Jacaranda Key Concepts in Victorian Certificate of Education Business Management Units 1 and 2 7E,"Chapman, Stephen",2009-2023,"Book, Book/Illustrated",11.783647537231444,very relevant,url,thumbnail,https://nla.gov.au/nla.obj-3346908557-t,2009.0,"Chapman, Stephen",Book/Illustrated,2000.0,"9780730389422 Jacaranda Key Concepts in Victorian Certificate of Education Business Management Units 1 and 2 7E Chapman, Stephen Book/Illustrated",0.9806763285024156,0.2051350499769609,Jacaranda Key Concepts in VCE Business Management Units 1&2 6e LearnON and Print and StudyON,,"Stephen J. Chapman, Vladimir Dumovic, Matthew Richardson, Graeme Smithies",Jacaranda,2021-01-06,,,,,,en
12,WA,10,LANGUAGES,9780730389422,209607259.0,Jacaranda Key Concepts in Victorian Certificate of Education Business Management Units 1 and 2 7E,"Chapman, Stephen",2009-2023,"Book, Book/Illustrated",11.783647537231444,very relevant,url,restricted,https://nla.gov.au/nla.obj-3346908557,2009.0,"Chapman, Stephen",Book/Illustrated,2000.0,"9780730389422 Jacaranda Key Concepts in Victorian Certificate of Education Business Management Units 1 and 2 7E Chapman, Stephen Book/Illustrated",0.9806763285024156,0.2051350499769609,Jacaranda Key Concepts in VCE Business Management Units 1&2 6e LearnON and Print and StudyON,,"Stephen J. Chapman, Vladimir Dumovic, Matthew Richardson, Graeme Smithies",Jacaranda,2021-01-06,,,,,,en
12,WA,10,LANGUAGES,9780730389422,245993947.0,"Key concepts in VCE business management. Stephen Chapman, Vlad Dumovic, Helen Rabenda, Matt Richardson, Graeme Smithies",Stephen Chapman,2014,"Book/Illustrated, Book",6.3984904289245605,very relevant,,,,2014.0,Stephen Chapman,Book/Illustrated,2010.0,"9780730389422 Key concepts in VCE business management. Stephen Chapman, Vlad Dumovic, Helen Rabenda, Matt Richardson, Graeme Smithies Stephen Chapman Book/Illustrated",0.9867149758454108,0.0139869515170873,Jacaranda Key Concepts in VCE Business Management Units 1&2 6e LearnON and Print and StudyON,,"Stephen J. Chapman, Vladimir Dumovic, Matthew Richardson, Graeme Smithies",Jacaranda,2021-01-06,,,,,,en
18,VIC,10,ENGLISH,9780195505375,9494655.0,The Australian pocket Oxford dictionary /  edited by Grahame Johnston,"Johnston, Grahame",1976,Book,10.58095645904541,very relevant,url,restricted,http://openlibrary.org/books/OL4603313M,1976.0,"Johnston, Grahame",Book,1970.0,"9780195505375 The Australian pocket Oxford dictionary /  edited by Grahame Johnston Johnston, Grahame Book",0.9408212560386472,0.1624450953467988,The Australian Pocket Oxford Dictionary,,Grahame Johnston,Melbourne ; New York : Oxford University Press,1976,,1026.0,Foreign Language Study,,,en
18,VIC,10,ENGLISH,9780195505375,7526175.0,The Australian pocket Oxford dictionary / edited by Grahame Johnston,"Johnston, Grahame",1976,Book,7.884276390075684,very relevant,,,,1976.0,"Johnston, Grahame",Book,1970.0,"9780195505375 The Australian pocket Oxford dictionary / edited by Grahame Johnston Johnston, Grahame Book",0.9408212560386472,0.0667254613656338,The Australian Pocket Oxford Dictionary,,Grahame Johnston,Melbourne ; New York : Oxford University Press,1976,,1026.0,Foreign Language Study,,,en
18,VIC,10,MUSIC,9781864690958,,,,,,,,,,,,Unknown,Unknown,,9781864690958,0.5,0.5,Manuscript,,LearnToPlayMusic.com Pty Limited,,1998-03-01,,96.0,,,,en
18,VIC,10,ENGLISH,9780099549482,6338109.0,To kill a mockingbird / Harper Lee,"Lee, Harper, 1926-",1900-2025,"Book, Audio book, Book/Large print, Book/Braille, Book/Illustrated",27.771852493286133,very relevant,url,restricted,http://openlibrary.org/books/OL9242848M,1900.0,"Lee, Harper, 1926-",Book/Illustrated,1900.0,"9780099549482 To kill a mockingbird / Harper Lee Lee, Harper, 1926- Book/Illustrated",0.8490338164251208,0.7726421651217289,To Kill a Mockingbird,,Harper Lee,Random House,2010,"___________________________________ 'Shoot all the bluejays you want, if you can hit 'em, but remember it's a sin to kill a mockingbird.' A lawyer's advice to his children as he defends the real mockingbird of Harper Lee's classic novel - a black man falsely charged with the rape of a white girl. Through the young eyes of Scout and Jem Finch, Harper Lee explores with exuberant humour the irrationality of adult attitudes to race and class in the Deep South of the 1930s. The conscience of a town steeped in prejudice, violence and hypocrisy is pricked by the stamina of one man's struggle for justice. But the weight of history will only tolerate so much. To Kill a Mockingbird is a coming-of-age story, an anti-racist novel, a historical drama of the Great Depression and a sublime example of the Southern writing tradition.",322.0,Fiction,,,en
18,VIC,10,ENGLISH,9780099549482,10546321.0,The Dictionary of Canadian biography /  by W. Stewart Wallace,"Lee, Harper,  1926-",1926-1945,Book,8.935046195983887,very relevant,,,,1926.0,"Lee, Harper, 1926-",Book,1920.0,"9780099549482 The Dictionary of Canadian biography /  by W. Stewart Wallace Lee, Harper, 1926- Book",0.8804347826086957,0.1040229155120649,To Kill a Mockingbird,,Harper Lee,Random House,2010,"___________________________________ 'Shoot all the bluejays you want, if you can hit 'em, but remember it's a sin to kill a mockingbird.' A lawyer's advice to his children as he defends the real mockingbird of Harper Lee's classic novel - a black man falsely charged with the rape of a white girl. Through the young eyes of Scout and Jem Finch, Harper Lee explores with exuberant humour the irrationality of adult attitudes to race and class in the Deep South of the 1930s. The conscience of a town steeped in prejudice, violence and hypocrisy is pricked by the stamina of one man's struggle for justice. But the weight of history will only tolerate so much. To Kill a Mockingbird is a coming-of-age story, an anti-racist novel, a historical drama of the Great Depression and a sublime example of the Southern writing tradition.",322.0,Fiction,,,en
18,VIC,10,ENGLISH,9781107615397,603607.0,The Merchant of Venice /  William Shakespeare,"Shakespeare, William,  1564-1616",1623-2015,"Book, Book/Illustrated, Microform, Audio book, Book/Braille",25.45157623291016,very relevant,url,restricted,http://openlibrary.org/books/OL6774645M,1623.0,"Shakespeare, William, 1564-1616",Book/Illustrated,1620.0,"9781107615397 The Merchant of Venice /  William Shakespeare Shakespeare, William, 1564-1616 Book/Illustrated",0.5144927536231885,0.6902831204081946,The Merchant of Venice,,William Shakespeare,Cambridge University Press,2014-01-23,"Featuring new revised activities, as well as images taken from a number of different interpretations of the play, this edition also includes expanded sections on characters, language and performance history to offer support at a number of levels.",217.0,Drama,,,en
18,VIC,10,ENGLISH,9781107615397,8006594.0,"The merchant of Venice, William Shakespeare / notes by Michael and Mary Alexander","Shakespeare, William, 1564-1616",1900-2017,"Book, Book/Illustrated, Book/Braille",10.58095645904541,very relevant,,,,1900.0,"Shakespeare, William, 1564-1616",Book/Illustrated,1900.0,"9781107615397 The merchant of Venice, William Shakespeare / notes by Michael and Mary Alexander Shakespeare, William, 1564-1616 Book/Illustrated",0.8490338164251208,0.1624450953467988,The Merchant of Venice,,William Shakespeare,Cambridge University Press,2014-01-23,"Featuring new revised activities, as well as images taken from a number of different interpretations of the play, this edition also includes expanded sections on characters, language and performance history to offer support at a number of levels.",217.0,Drama,,,en
18,VIC,10,ENGLISH,9780573040122,14631276.0,Twelve angry men / Reginald Rose ; introduction by David Mamet,"Rose, Reginald",1955-2025,"Book, Audio book, Book/Illustrated",16.644426345825195,very relevant,url,restricted,http://www.mymediamall.net/ContentDetails.htm?ID=48BEC337-637D-4307-BC20-4F0E84B3B68C,1955.0,"Rose, Reginald",Book/Illustrated,1950.0,"9780573040122 Twelve angry men / Reginald Rose ; introduction by David Mamet Rose, Reginald Book/Illustrated",0.9154589371980676,0.3776701511095753,Twelve Angry Men: A Play in Two Acts,,,,,,,,,,en
18,VIC,10,ENGLISH,9780573040122,14161109.0,Twelve angry men :  a play /  by Reginald Rose,"Rose, Reginald",1955-1998,"Book, Audio book, Book/Illustrated, Book/Braille",12.421646118164062,very relevant,,,,1955.0,"Rose, Reginald",Book/Illustrated,1950.0,"9780573040122 Twelve angry men :  a play /  by Reginald Rose Rose, Reginald Book/Illustrated",0.9154589371980676,0.2277810402633446,Twelve Angry Men: A Play in Two Acts,,,,,,,,,,en
18,VIC,10,ENGLISH,9780573040122,892228.0,Twelve angry men : a play in two acts / by Reginald Rose,"Rose, Reginald",1881-1997,"Book, Book/Braille",8.340190887451172,very relevant,url,restricted,http://openlibrary.org/books/OL6937102M,1881.0,"Rose, Reginald",Book,1880.0,"9780573040122 Twelve angry men : a play in two acts / by Reginald Rose Rose, Reginald Book",0.8260869565217391,0.0829083112771405,Twelve Angry Men: A Play in Two Acts,,,,,,,,,,en
18,VIC,10,ENGLISH,9780573040122,228164215.0,12 angry men : a play / Reginald Rose,"Rose, Reginald, 1920-2002",1977,Book,6.004440307617188,very relevant,,,,1977.0,"Rose, Reginald, 1920-2002",Book,1970.0,"9780573040122 12 angry men : a play / Reginald Rose Rose, Reginald, 1920-2002 Book",0.9420289855072465,0.0,Twelve Angry Men: A Play in Two Acts,,,,,,,,,,en
18,VIC,10,MATHEMATICS,9781108772907,209427727.0,"Essential mathematics for the Victorian Curriculum /  David Greenwood, Sara Woolley, Jenny Goodman, Jennifer Vaughan, Stuart Palmer","Greenwood, David Michael, 1970-",2016-2024,"Book/Illustrated, Book",10.703790664672852,very relevant,url,thumbnail,https://nla.gov.au/nla.obj-2899714736-t,2016.0,"Greenwood, David Michael, 1970-",Book/Illustrated,2010.0,"9781108772907 Essential mathematics for the Victorian Curriculum /  David Greenwood, Sara Woolley, Jenny Goodman, Jennifer Vaughan, Stuart Palmer Greenwood, David Michael, 1970- Book/Illustrated",0.9891304347826086,0.1668051398839018,Essential Mathematics for the Victorian Curriculum Year 10 and 10A Second Edition,Print Bundle (textbook and Hotmaths),,,2019,,,,,,en
18,VIC,10,MATHEMATICS,9781108772907,209427727.0,"Essential mathematics for the Victorian Curriculum /  David Greenwood, Sara Woolley, Jenny Goodman, Jennifer Vaughan, Stuart Palmer","Greenwood, David Michael, 1970-",2016-2024,"Book/Illustrated, Book",10.703790664672852,very relevant,url,restricted,https://nla.gov.au/nla.obj-2899714736,2016.0,"Greenwood, David Michael, 1970-",Book/Illustrated,2010.0,"9781108772907 Essential mathematics for the Victorian Curriculum /  David Greenwood, Sara Woolley, Jenny Goodman, Jennifer Vaughan, Stuart Palmer Greenwood, David Michael, 1970- Book/Illustrated",0.9891304347826086,0.1668051398839018,Essential Mathematics for the Victorian Curriculum Year 10 and 10A Second Edition,Print Bundle (textbook and Hotmaths),,,2019,,,,,,en
18,VIC,10,MATHEMATICS,9781108772907,235592964.0,Essential Mathematics for the Victorian Curriculum Year 10 and 10A Second Edition : print bundle (textbook and hotmaths) / Cambridge University Press,,2019,Book,6.004440307617188,very relevant,,,,2019.0,Unknown,Book,2010.0,9781108772907 Essential Mathematics for the Victorian Curriculum Year 10 and 10A Second Edition : print bundle (textbook and hotmaths) / Cambridge University Press Book,0.9927536231884058,0.0,Essential Mathematics for the Victorian Curriculum Year 10 and 10A Second Edition,Print Bundle (textbook and Hotmaths),,,2019,,,,,,en
18,VIC,10,MATHEMATICS,9781108772907,238730312.0,Essential Mathematics for the Victorian Curriculum Year 10,"Greenwood, David Michael, 1970-",2019,Book,6.004440307617188,very relevant,,,,2019.0,"Greenwood, David Michael, 1970-",Book,2010.0,"9781108772907 Essential Mathematics for the Victorian Curriculum Year 10 Greenwood, David Michael, 1970- Book",0.9927536231884058,0.0,Essential Mathematics for the Victorian Curriculum Year 10 and 10A Second Edition,Print Bundle (textbook and Hotmaths),,,2019,,,,,,en
27,ACT,10,LANGUAGES,9780008377380,243462384.0,Collins Latin dictionary,,2020,Book,10.823433876037598,very relevant,,,,2020.0,Unknown,Book,2020.0,9780008377380 Collins Latin dictionary Book,0.9939613526570048,0.1710519189260074,"Latin Essential Dictionary: All the Words You Need, Every Day (Collins Essential)",,Collins Dictionaries,Collins,2020-03-03,"A handy and affordable Latin to English and English to Latin dictionary for everyday use, including guidance on Latin grammar and insights into Roman culture. The clear layout allows for fast and easy access when you most need it. Ideal for use at home, in the office, or in the classroom. More than 60,000 words and phrases and 80,000 translations. Extensive coverage of Latin for school exams, general reference, and legal requirements. Contains a useful supplement of Latin verb conjugations, noun declensions, verbal nouns, and adjectives, and irregular verbs making this the ideal revision aid. There is helpful coverage of Latin numbers, dates, money, and measures and a list of key events in Roman history.",0.0,English language,,,en
27,ACT,10,LANGUAGES,9780008377380,240129832.0,Collins Latin essential dictionary,,2020,Book,6.751034259796143,very relevant,,,,2020.0,Unknown,Book,2020.0,9780008377380 Collins Latin essential dictionary Book,0.9939613526570048,0.0265006222493511,"Latin Essential Dictionary: All the Words You Need, Every Day (Collins Essential)",,Collins Dictionaries,Collins,2020-03-03,"A handy and affordable Latin to English and English to Latin dictionary for everyday use, including guidance on Latin grammar and insights into Roman culture. The clear layout allows for fast and easy access when you most need it. Ideal for use at home, in the office, or in the classroom. More than 60,000 words and phrases and 80,000 translations. Extensive coverage of Latin for school exams, general reference, and legal requirements. Contains a useful supplement of Latin verb conjugations, noun declensions, verbal nouns, and adjectives, and irregular verbs making this the ideal revision aid. There is helpful coverage of Latin numbers, dates, money, and measures and a list of key events in Roman history.",0.0,English language,,,en
27,ACT,10,LANGUAGES,9780008377380,255138774.0,Collins Latin dictionary : essential edition,,2020,Book,6.3984904289245605,very relevant,,,,2020.0,Unknown,Book,2020.0,9780008377380 Collins Latin dictionary : essential edition Book,0.9939613526570048,0.0139869515170873,"Latin Essential Dictionary: All the Words You Need, Every Day (Collins Essential)",,Collins Dictionaries,Collins,2020-03-03,"A handy and affordable Latin to English and English to Latin dictionary for everyday use, including guidance on Latin grammar and insights into Roman culture. The clear layout allows for fast and easy access when you most need it. Ideal for use at home, in the office, or in the classroom. More than 60,000 words and phrases and 80,000 translations. Extensive coverage of Latin for school exams, general reference, and legal requirements. Contains a useful supplement of Latin verb conjugations, noun declensions, verbal nouns, and adjectives, and irregular verbs making this the ideal revision aid. There is helpful coverage of Latin numbers, dates, money, and measures and a list of key events in Roman history.",0.0,English language,,,en
27,ACT,10,SCIENCE,9781488615085,37732387.0,"Pearson science. / [Rochelle Manners and 7 others ; literacy consultant, Kristina Love]","Rickard, Greg",2011-2018,"Book, Book/Illustrated",16.819076538085938,very relevant,,,,2011.0,"Rickard, Greg",Book/Illustrated,2010.0,"9781488615085 Pearson science. / [Rochelle Manners and 7 others ; literacy consultant, Kristina Love] Rickard, Greg Book/Illustrated",0.9830917874396136,0.3838694228253059,Pearson Science 10 Activity Book,,"Malcolm Parsons, Greg Rickard",,2016-11-30,"The Pearson Science Second Edition Activity Book is a write-in resource designed to develop and consolidate students' knowledge and understanding of science by providing a variety of activities and questions to apply skills, reinforce learning outcomes and extend thinking. Updated with explicit differentiation and improved learner accessibility, it provides a wide variety of activities to reinforce, extend and enrich learning initiated through the student book.",165.0,Science,,,en
27,ACT,10,SCIENCE,9781488615085,229003636.0,Pearson science 10 : activity book : Australian curriculum,,2016,"Book/Illustrated, Book",8.935046195983887,very relevant,,,,2016.0,Unknown,Book/Illustrated,2010.0,9781488615085 Pearson science 10 : activity book : Australian curriculum Book/Illustrated,0.9891304347826086,0.1040229155120649,Pearson Science 10 Activity Book,,"Malcolm Parsons, Greg Rickard",,2016-11-30,"The Pearson Science Second Edition Activity Book is a write-in resource designed to develop and consolidate students' knowledge and understanding of science by providing a variety of activities and questions to apply skills, reinforce learning outcomes and extend thinking. Updated with explicit differentiation and improved learner accessibility, it provides a wide variety of activities to reinforce, extend and enrich learning initiated through the student book.",165.0,Science,,,en
27,ACT,10,SCIENCE,9781488615085,218589608.0,"Pearson science A.B. 10 :  Australian curriculum /  authors : Malcolm Parsons, [and twelve others]","Parsons, Malcolm",2016,"Book/Illustrated, Book",8.119243621826172,very relevant,,,,2016.0,"Parsons, Malcolm",Book/Illustrated,2010.0,"9781488615085 Pearson science A.B. 10 :  Australian curriculum /  authors : Malcolm Parsons, [and twelve others] Parsons, Malcolm Book/Illustrated",0.9891304347826086,0.0750657082045245,Pearson Science 10 Activity Book,,"Malcolm Parsons, Greg Rickard",,2016-11-30,"The Pearson Science Second Edition Activity Book is a write-in resource designed to develop and consolidate students' knowledge and understanding of science by providing a variety of activities and questions to apply skills, reinforce learning outcomes and extend thinking. Updated with explicit differentiation and improved learner accessibility, it provides a wide variety of activities to reinforce, extend and enrich learning initiated through the student book.",165.0,Science,,,en
27,ACT,10,SCIENCE,9781488615085,224149094.0,Pearson science 10 :  Australian curriculum /  coordinating author : Malcolm Parsons ; authors : Greg Rickard [and twelve others],"Rickard, Greg",2016,"Book/Illustrated, Book",6.751034259796143,very relevant,,,,2016.0,"Rickard, Greg",Book/Illustrated,2010.0,"9781488615085 Pearson science 10 :  Australian curriculum /  coordinating author : Malcolm Parsons ; authors : Greg Rickard [and twelve others] Rickard, Greg Book/Illustrated",0.9891304347826086,0.0265006222493511,Pearson Science 10 Activity Book,,"Malcolm Parsons, Greg Rickard",,2016-11-30,"The Pearson Science Second Edition Activity Book is a write-in resource designed to develop and consolidate students' knowledge and understanding of science by providing a variety of activities and questions to apply skills, reinforce learning outcomes and extend thinking. Updated with explicit differentiation and improved learner accessibility, it provides a wide variety of activities to reinforce, extend and enrich learning initiated through the student book.",165.0,Science,,,en
27,ACT,10,SCIENCE,9781488615085,239737449.0,Pearson Science A.B. 10 : Australian Curriculum : Pearson Science Activity Book 10,,2017,"Book/Illustrated, Book",6.004440307617188,very relevant,,,,2017.0,Unknown,Book/Illustrated,2010.0,9781488615085 Pearson Science A.B. 10 : Australian Curriculum : Pearson Science Activity Book 10 Book/Illustrated,0.9903381642512076,0.0,Pearson Science 10 Activity Book,,"Malcolm Parsons, Greg Rickard",,2016-11-30,"The Pearson Science Second Edition Activity Book is a write-in resource designed to develop and consolidate students' knowledge and understanding of science by providing a variety of activities and questions to apply skills, reinforce learning outcomes and extend thinking. Updated with explicit differentiation and improved learner accessibility, it provides a wide variety of activities to reinforce, extend and enrich learning initiated through the student book.",165.0,Science,,,en
27,ACT,10,ENGLISH,9780521618724,2937246.0,Much Ado About Nothing,"Shakespeare, William, 1564-1616",1659-2025,"Book, Book/Illustrated, Audio book, Book/Braille, Microform",25.68550109863281,very relevant,url,restricted,https://www.overdrive.com/search?q=F8AC6A23-B3D1-4350-A755-611FE0DA1CD9,1659.0,"Shakespeare, William, 1564-1616",Book/Illustrated,1650.0,"9780521618724 Much Ado About Nothing Shakespeare, William, 1564-1616 Book/Illustrated",0.5579710144927537,0.6985863680880797,Much Ado about Nothing,,William Shakespeare,Cambridge University Press,2005-07-21,"This edition of Much Ado About Nothing is part of the groundbreaking Cambridge School Shakespeare series established by Rex Gibson. Remaining faithful to the series' active approach it treats the play as a script to be acted, explored and enjoyed. As well as the complete script of the play, you will find a variety of classroom-tested activities, an eight-page colour section and a selection of notes including information on characters, performance, history and language.",208.0,Juvenile Nonfiction,,,en
27,ACT,10,DRAMA,9780615918174,190057723.0,Play it away : a workaholic's cure for anxiety / Charlie Hoehn,"Hoehn, Charlie",2014,"Book/Illustrated, Book",6.004440307617188,very relevant,,,,2014.0,"Hoehn, Charlie",Book/Illustrated,2010.0,"9780615918174 Play it away : a workaholic's cure for anxiety / Charlie Hoehn Hoehn, Charlie Book/Illustrated",0.9867149758454108,0.0,Play It Away,A Workaholic's Cure for Anxiety,Charlie Hoehn,,2014,"Do you live in constant fear? Shallow breathing, tension in the gut, chest pains, rapid hearbeat... Anxiety destroys your confidence, your productivity, you relationships, your ability to enjoy life. You can put an end to your suffering. You can start living again. And it's not as hard as you think.",168.0,Self-Help,,,en
